id,lig,ecm
IGFBP3:CEACAM6,IGFBP3,CEACAM6
IGFBP3:COL1,IGFBP3,COL1
IGFBP3:COL23A1,IGFBP3,COL23A1
IGFBP3:COL2A1,IGFBP3,COL2A1
IGFBP3:COL3A1,IGFBP3,COL3A1
IGFBP3:COL4A1,IGFBP3,COL4A1
IGFBP3:COL5A1,IGFBP3,COL5A1
IGFBP3:DCN,IGFBP3,DCN
IGFBP3:DSG2,IGFBP3,DSG2
IGFBP3:ECM1,IGFBP3,ECM1
IGFBP3:FN1,IGFBP3,FN1
IGFBP3:GAP43,IGFBP3,GAP43
IGFBP3:HA500M,IGFBP3,HA500M
IGFBP3:HA500P,IGFBP3,HA500P
IGFBP3:ICAM1,IGFBP3,ICAM1
IGFBP3:ITGA10B1,IGFBP3,ITGA10B1
IGFBP3:ITGA2B1,IGFBP3,ITGA2B1
IGFBP3:ITGA3B1,IGFBP3,ITGA3B1
IGFBP3:ITGA4B1,IGFBP3,ITGA4B1
IGFBP3:ITGA6B4,IGFBP3,ITGA6B4
IGFBP3:ITGA9B1,IGFBP3,ITGA9B1
IGFBP3:ITGAMB2,IGFBP3,ITGAMB2
IGFBP3:ITGAVB2,IGFBP3,ITGAVB2
IGFBP3:LAMA3,IGFBP3,LAMA3
IGFBP3:LAMB1,IGFBP3,LAMB1
IGFBP3:LUM,IGFBP3,LUM
IGFBP3:NID1,IGFBP3,NID1
IGFBP3:OMD,IGFBP3,OMD
IGFBP3:PECAM1,IGFBP3,PECAM1
IGFBP3:POSTN,IGFBP3,POSTN
IGFBP3:SPARC,IGFBP3,SPARC
IGFBP3:SPP1,IGFBP3,SPP1
IGFBP3:THBS1,IGFBP3,THBS1
IGFBP3:TNC,IGFBP3,TNC
IGFBP3:VCAM1,IGFBP3,VCAM1
IGFBP3:VTN,IGFBP3,VTN
IGFBP3:blank,IGFBP3,blank
IL13:ALCAM,IL13,ALCAM
IL13:BCAN,IL13,BCAN
IL13:BGN,IL13,BGN
IL13:CD44,IL13,CD44
IL13:CDH1,IL13,CDH1
IL13:CDH15,IL13,CDH15
IL13:CDH20,IL13,CDH20
IL13:CDH3,IL13,CDH3
IL13:CDH6,IL13,CDH6
IL13:CDH8,IL13,CDH8
IL13:CEACAM6,IL13,CEACAM6
IL13:COL1,IL13,COL1
IL13:COL23A1,IL13,COL23A1
IL13:COL2A1,IL13,COL2A1
IL13:COL3A1,IL13,COL3A1
IL13:COL4A1,IL13,COL4A1
IL13:COL5A1,IL13,COL5A1
IL13:DCN,IL13,DCN
IL13:DSG2,IL13,DSG2
IL13:ECM1,IL13,ECM1
IL13:FN1,IL13,FN1
IL13:GAP43,IL13,GAP43
IL13:HA500M,IL13,HA500M
IL13:HA500P,IL13,HA500P
IL13:ICAM1,IL13,ICAM1
IL13:ITGA10B1,IL13,ITGA10B1
IL13:ITGA2B1,IL13,ITGA2B1
IL13:ITGA3B1,IL13,ITGA3B1
IL13:ITGA4B1,IL13,ITGA4B1
IL13:ITGA6B4,IL13,ITGA6B4
IL13:ITGA9B1,IL13,ITGA9B1
IL13:ITGAMB2,IL13,ITGAMB2
IL13:ITGAVB2,IL13,ITGAVB2
IL13:LAMA3,IL13,LAMA3
IL13:LAMB1,IL13,LAMB1
IL13:LUM,IL13,LUM
IL13:NID1,IL13,NID1
IL13:OMD,IL13,OMD
IL13:PECAM1,IL13,PECAM1
IL13:POSTN,IL13,POSTN
IL13:SPARC,IL13,SPARC
IL13:SPP1,IL13,SPP1
IL13:THBS1,IL13,THBS1
IL13:TNC,IL13,TNC
IL13:VCAM1,IL13,VCAM1
IL13:VTN,IL13,VTN
IL13:blank,IL13,blank
IL15:ALCAM,IL15,ALCAM
IL15:BCAN,IL15,BCAN
IL15:BGN,IL15,BGN
IL15:CD44,IL15,CD44
IL15:CDH1,IL15,CDH1
IL15:CDH15,IL15,CDH15
IL15:CDH20,IL15,CDH20
IL15:CDH3,IL15,CDH3
IL15:CDH6,IL15,CDH6
IL15:CDH8,IL15,CDH8
IL15:CEACAM6,IL15,CEACAM6
IL15:COL1,IL15,COL1
IL15:COL23A1,IL15,COL23A1
IL15:COL2A1,IL15,COL2A1
IL15:COL3A1,IL15,COL3A1
IL15:COL4A1,IL15,COL4A1
IL15:COL5A1,IL15,COL5A1
IL15:DCN,IL15,DCN
IL15:DSG2,IL15,DSG2
IL15:ECM1,IL15,ECM1
IL15:FN1,IL15,FN1
IL15:GAP43,IL15,GAP43
IL15:HA500M,IL15,HA500M
IL15:HA500P,IL15,HA500P
IL15:ICAM1,IL15,ICAM1
IL15:ITGA10B1,IL15,ITGA10B1
IL15:ITGA2B1,IL15,ITGA2B1
IL15:ITGA3B1,IL15,ITGA3B1
IL15:ITGA4B1,IL15,ITGA4B1
IL15:ITGA6B4,IL15,ITGA6B4
IL15:ITGA9B1,IL15,ITGA9B1
IL15:ITGAMB2,IL15,ITGAMB2
IL15:ITGAVB2,IL15,ITGAVB2
IL15:LAMA3,IL15,LAMA3
IL15:LAMB1,IL15,LAMB1
IL15:LUM,IL15,LUM
IL15:NID1,IL15,NID1
IL15:OMD,IL15,OMD
IL15:PECAM1,IL15,PECAM1
IL15:POSTN,IL15,POSTN
IL15:SPARC,IL15,SPARC
IL15:SPP1,IL15,SPP1
IL15:THBS1,IL15,THBS1
IL15:TNC,IL15,TNC
IL15:VCAM1,IL15,VCAM1
IL15:VTN,IL15,VTN
IL15:blank,IL15,blank
IL1B:ALCAM,IL1B,ALCAM
IL1B:BCAN,IL1B,BCAN
IL1B:BGN,IL1B,BGN
IL1B:CD44,IL1B,CD44
IL1B:CDH1,IL1B,CDH1
IL1B:CDH15,IL1B,CDH15
IL1B:CDH20,IL1B,CDH20
IL1B:CDH3,IL1B,CDH3
IL1B:CDH6,IL1B,CDH6
IL1B:CDH8,IL1B,CDH8
IL1B:CEACAM6,IL1B,CEACAM6
IL1B:COL1,IL1B,COL1
IL1B:COL23A1,IL1B,COL23A1
IL1B:COL2A1,IL1B,COL2A1
IL1B:COL3A1,IL1B,COL3A1
IL1B:COL4A1,IL1B,COL4A1
IL1B:COL5A1,IL1B,COL5A1
IL1B:DCN,IL1B,DCN
IL1B:DSG2,IL1B,DSG2
IL1B:ECM1,IL1B,ECM1
IL1B:FN1,IL1B,FN1
IL1B:GAP43,IL1B,GAP43
IL1B:HA500M,IL1B,HA500M
IL1B:HA500P,IL1B,HA500P
IL1B:ICAM1,IL1B,ICAM1
IL1B:ITGA10B1,IL1B,ITGA10B1
IL1B:ITGA2B1,IL1B,ITGA2B1
IL1B:ITGA3B1,IL1B,ITGA3B1
IL1B:ITGA4B1,IL1B,ITGA4B1
IL1B:ITGA6B4,IL1B,ITGA6B4
IL1B:ITGA9B1,IL1B,ITGA9B1
IL1B:ITGAMB2,IL1B,ITGAMB2
IL1B:ITGAVB2,IL1B,ITGAVB2
IL1B:LAMA3,IL1B,LAMA3
IL1B:LAMB1,IL1B,LAMB1
IL1B:LUM,IL1B,LUM
IL1B:NID1,IL1B,NID1
IL1B:OMD,IL1B,OMD
IL1B:PECAM1,IL1B,PECAM1
IL1B:POSTN,IL1B,POSTN
IL1B:SPARC,IL1B,SPARC
IL1B:SPP1,IL1B,SPP1
IL1B:THBS1,IL1B,THBS1
IL1B:TNC,IL1B,TNC
IL1B:VCAM1,IL1B,VCAM1
IL1B:VTN,IL1B,VTN
IL1B:blank,IL1B,blank
IL6:ALCAM,IL6,ALCAM
IL6:BCAN,IL6,BCAN
IL6:BGN,IL6,BGN
IL6:CD44,IL6,CD44
IL6:CDH1,IL6,CDH1
IL6:CDH15,IL6,CDH15
IL6:CDH20,IL6,CDH20
IL6:CDH3,IL6,CDH3
IL6:CDH6,IL6,CDH6
IL6:CDH8,IL6,CDH8
IL6:CEACAM6,IL6,CEACAM6
IL6:COL1,IL6,COL1
IL6:COL23A1,IL6,COL23A1
IL6:COL2A1,IL6,COL2A1
IL6:COL3A1,IL6,COL3A1
IL6:COL4A1,IL6,COL4A1
IL6:COL5A1,IL6,COL5A1
IL6:DCN,IL6,DCN
IL6:DSG2,IL6,DSG2
IL6:ECM1,IL6,ECM1
IL6:FN1,IL6,FN1
IL6:GAP43,IL6,GAP43
IL6:HA500M,IL6,HA500M
IL6:HA500P,IL6,HA500P
IL6:ICAM1,IL6,ICAM1
IL6:ITGA10B1,IL6,ITGA10B1
IL6:ITGA2B1,IL6,ITGA2B1
IL6:ITGA3B1,IL6,ITGA3B1
IL6:ITGA4B1,IL6,ITGA4B1
IL6:ITGA6B4,IL6,ITGA6B4
IL6:ITGA9B1,IL6,ITGA9B1
IL6:ITGAMB2,IL6,ITGAMB2
IL6:ITGAVB2,IL6,ITGAVB2
IL6:LAMA3,IL6,LAMA3
IL6:LAMB1,IL6,LAMB1
IL6:LUM,IL6,LUM
IL6:NID1,IL6,NID1
IL6:OMD,IL6,OMD
IL6:PECAM1,IL6,PECAM1
IL6:POSTN,IL6,POSTN
IL6:SPARC,IL6,SPARC
IL6:SPP1,IL6,SPP1
IL6:THBS1,IL6,THBS1
IL6:TNC,IL6,TNC
IL6:VCAM1,IL6,VCAM1
IL6:VTN,IL6,VTN
IL6:blank,IL6,blank
IL7:ALCAM,IL7,ALCAM
IL7:BCAN,IL7,BCAN
IL7:BGN,IL7,BGN
IL7:CD44,IL7,CD44
IL7:CDH1,IL7,CDH1
IL7:CDH15,IL7,CDH15
IL7:CDH20,IL7,CDH20
IL7:CDH3,IL7,CDH3
IL7:CDH6,IL7,CDH6
IL7:CDH8,IL7,CDH8
IL7:CEACAM6,IL7,CEACAM6
IL7:COL1,IL7,COL1
IL7:COL23A1,IL7,COL23A1
IL7:COL2A1,IL7,COL2A1
IL7:COL3A1,IL7,COL3A1
IL7:COL4A1,IL7,COL4A1
IL7:COL5A1,IL7,COL5A1
IL7:DCN,IL7,DCN
IL7:DSG2,IL7,DSG2
IL7:ECM1,IL7,ECM1
IL7:FN1,IL7,FN1
IL7:GAP43,IL7,GAP43
IL7:HA500M,IL7,HA500M
IL7:HA500P,IL7,HA500P
IL7:ICAM1,IL7,ICAM1
IL7:ITGA10B1,IL7,ITGA10B1
IL7:ITGA2B1,IL7,ITGA2B1
IL7:ITGA3B1,IL7,ITGA3B1
IL7:ITGA4B1,IL7,ITGA4B1
IL7:ITGA6B4,IL7,ITGA6B4
IL7:ITGA9B1,IL7,ITGA9B1
IL7:ITGAMB2,IL7,ITGAMB2
IL7:ITGAVB2,IL7,ITGAVB2
IL7:LAMA3,IL7,LAMA3
IL7:LAMB1,IL7,LAMB1
IL7:LUM,IL7,LUM
IL7:NID1,IL7,NID1
IL7:OMD,IL7,OMD
IL7:PECAM1,IL7,PECAM1
IL7:POSTN,IL7,POSTN
IL7:SPARC,IL7,SPARC
IL7:SPP1,IL7,SPP1
IL7:THBS1,IL7,THBS1
IL7:TNC,IL7,TNC
IL7:VCAM1,IL7,VCAM1
IL7:VTN,IL7,VTN
IL7:blank,IL7,blank
JAG1:ALCAM,JAG1,ALCAM
JAG1:BCAN,JAG1,BCAN
JAG1:BGN,JAG1,BGN
JAG1:CD44,JAG1,CD44
JAG1:CDH1,JAG1,CDH1
JAG1:CDH15,JAG1,CDH15
JAG1:CDH20,JAG1,CDH20
JAG1:CDH3,JAG1,CDH3
JAG1:CDH6,JAG1,CDH6
JAG1:CDH8,JAG1,CDH8
JAG1:CEACAM6,JAG1,CEACAM6
JAG1:COL1,JAG1,COL1
JAG1:COL23A1,JAG1,COL23A1
JAG1:COL2A1,JAG1,COL2A1
JAG1:COL3A1,JAG1,COL3A1
JAG1:COL4A1,JAG1,COL4A1
JAG1:COL5A1,JAG1,COL5A1
JAG1:DCN,JAG1,DCN
JAG1:DSG2,JAG1,DSG2
JAG1:ECM1,JAG1,ECM1
JAG1:FN1,JAG1,FN1
JAG1:GAP43,JAG1,GAP43
JAG1:HA500M,JAG1,HA500M
JAG1:HA500P,JAG1,HA500P
JAG1:ICAM1,JAG1,ICAM1
JAG1:ITGA10B1,JAG1,ITGA10B1
JAG1:ITGA2B1,JAG1,ITGA2B1
JAG1:ITGA3B1,JAG1,ITGA3B1
JAG1:ITGA4B1,JAG1,ITGA4B1
JAG1:ITGA6B4,JAG1,ITGA6B4
JAG1:ITGA9B1,JAG1,ITGA9B1
JAG1:ITGAMB2,JAG1,ITGAMB2
JAG1:ITGAVB2,JAG1,ITGAVB2
JAG1:LAMA3,JAG1,LAMA3
JAG1:LAMB1,JAG1,LAMB1
JAG1:LUM,JAG1,LUM
JAG1:NID1,JAG1,NID1
JAG1:OMD,JAG1,OMD
JAG1:PECAM1,JAG1,PECAM1
JAG1:POSTN,JAG1,POSTN
JAG1:SPARC,JAG1,SPARC
JAG1:SPP1,JAG1,SPP1
JAG1:THBS1,JAG1,THBS1
JAG1:TNC,JAG1,TNC
JAG1:VCAM1,JAG1,VCAM1
JAG1:VTN,JAG1,VTN
JAG1:blank,JAG1,blank
JAG2:ALCAM,JAG2,ALCAM
JAG2:BCAN,JAG2,BCAN
JAG2:BGN,JAG2,BGN
JAG2:CD44,JAG2,CD44
JAG2:CDH1,JAG2,CDH1
JAG2:CDH15,JAG2,CDH15
JAG2:CDH20,JAG2,CDH20
JAG2:CDH3,JAG2,CDH3
JAG2:CDH6,JAG2,CDH6
JAG2:CDH8,JAG2,CDH8
JAG2:CEACAM6,JAG2,CEACAM6
JAG2:COL1,JAG2,COL1
JAG2:COL23A1,JAG2,COL23A1
JAG2:COL2A1,JAG2,COL2A1
JAG2:COL3A1,JAG2,COL3A1
JAG2:COL4A1,JAG2,COL4A1
JAG2:COL5A1,JAG2,COL5A1
JAG2:DCN,JAG2,DCN
JAG2:DSG2,JAG2,DSG2
JAG2:ECM1,JAG2,ECM1
JAG2:FN1,JAG2,FN1
JAG2:GAP43,JAG2,GAP43
JAG2:HA500M,JAG2,HA500M
JAG2:HA500P,JAG2,HA500P
JAG2:ICAM1,JAG2,ICAM1
JAG2:ITGA10B1,JAG2,ITGA10B1
JAG2:ITGA2B1,JAG2,ITGA2B1
JAG2:ITGA3B1,JAG2,ITGA3B1
JAG2:ITGA4B1,JAG2,ITGA4B1
JAG2:ITGA6B4,JAG2,ITGA6B4
JAG2:ITGA9B1,JAG2,ITGA9B1
JAG2:ITGAMB2,JAG2,ITGAMB2
JAG2:ITGAVB2,JAG2,ITGAVB2
JAG2:LAMA3,JAG2,LAMA3
JAG2:LAMB1,JAG2,LAMB1
JAG2:LUM,JAG2,LUM
JAG2:NID1,JAG2,NID1
JAG2:OMD,JAG2,OMD
JAG2:PECAM1,JAG2,PECAM1
JAG2:POSTN,JAG2,POSTN
JAG2:SPARC,JAG2,SPARC
JAG2:SPP1,JAG2,SPP1
JAG2:THBS1,JAG2,THBS1
JAG2:TNC,JAG2,TNC
JAG2:VCAM1,JAG2,VCAM1
JAG2:VTN,JAG2,VTN
JAG2:blank,JAG2,blank
KITLG:ALCAM,KITLG,ALCAM
KITLG:BCAN,KITLG,BCAN
KITLG:BGN,KITLG,BGN
KITLG:CD44,KITLG,CD44
KITLG:CDH1,KITLG,CDH1
KITLG:CDH15,KITLG,CDH15
KITLG:CDH20,KITLG,CDH20
KITLG:CDH3,KITLG,CDH3
KITLG:CDH6,KITLG,CDH6
KITLG:CDH8,KITLG,CDH8
KITLG:CEACAM6,KITLG,CEACAM6
KITLG:COL1,KITLG,COL1
KITLG:COL23A1,KITLG,COL23A1
KITLG:COL2A1,KITLG,COL2A1
KITLG:COL3A1,KITLG,COL3A1
KITLG:COL4A1,KITLG,COL4A1
KITLG:COL5A1,KITLG,COL5A1
KITLG:DCN,KITLG,DCN
KITLG:DSG2,KITLG,DSG2
KITLG:ECM1,KITLG,ECM1
KITLG:FN1,KITLG,FN1
KITLG:GAP43,KITLG,GAP43
KITLG:HA500M,KITLG,HA500M
KITLG:HA500P,KITLG,HA500P
KITLG:ICAM1,KITLG,ICAM1
KITLG:ITGA10B1,KITLG,ITGA10B1
KITLG:ITGA2B1,KITLG,ITGA2B1
KITLG:ITGA3B1,KITLG,ITGA3B1
KITLG:ITGA4B1,KITLG,ITGA4B1
KITLG:ITGA6B4,KITLG,ITGA6B4
KITLG:ITGA9B1,KITLG,ITGA9B1
KITLG:ITGAMB2,KITLG,ITGAMB2
KITLG:ITGAVB2,KITLG,ITGAVB2
KITLG:LAMA3,KITLG,LAMA3
KITLG:LAMB1,KITLG,LAMB1
KITLG:LUM,KITLG,LUM
KITLG:NID1,KITLG,NID1
KITLG:OMD,KITLG,OMD
KITLG:PECAM1,KITLG,PECAM1
KITLG:POSTN,KITLG,POSTN
KITLG:SPARC,KITLG,SPARC
KITLG:SPP1,KITLG,SPP1
KITLG:THBS1,KITLG,THBS1
KITLG:TNC,KITLG,TNC
KITLG:VCAM1,KITLG,VCAM1
KITLG:VTN,KITLG,VTN
KITLG:blank,KITLG,blank
KNG1:ALCAM,KNG1,ALCAM
KNG1:BCAN,KNG1,BCAN
KNG1:BGN,KNG1,BGN
KNG1:CD44,KNG1,CD44
KNG1:CDH1,KNG1,CDH1
KNG1:CDH15,KNG1,CDH15
KNG1:CDH20,KNG1,CDH20
KNG1:CDH3,KNG1,CDH3
KNG1:CDH6,KNG1,CDH6
KNG1:CDH8,KNG1,CDH8
KNG1:CEACAM6,KNG1,CEACAM6
KNG1:COL1,KNG1,COL1
KNG1:COL23A1,KNG1,COL23A1
KNG1:COL2A1,KNG1,COL2A1
KNG1:COL3A1,KNG1,COL3A1
KNG1:COL4A1,KNG1,COL4A1
KNG1:COL5A1,KNG1,COL5A1
KNG1:DCN,KNG1,DCN
KNG1:DSG2,KNG1,DSG2
KNG1:ECM1,KNG1,ECM1
KNG1:FN1,KNG1,FN1
KNG1:GAP43,KNG1,GAP43
KNG1:HA500M,KNG1,HA500M
KNG1:HA500P,KNG1,HA500P
KNG1:ICAM1,KNG1,ICAM1
KNG1:ITGA10B1,KNG1,ITGA10B1
KNG1:ITGA2B1,KNG1,ITGA2B1
KNG1:ITGA3B1,KNG1,ITGA3B1
KNG1:ITGA4B1,KNG1,ITGA4B1
KNG1:ITGA6B4,KNG1,ITGA6B4
KNG1:ITGA9B1,KNG1,ITGA9B1
KNG1:ITGAMB2,KNG1,ITGAMB2
KNG1:ITGAVB2,KNG1,ITGAVB2
KNG1:LAMA3,KNG1,LAMA3
KNG1:LAMB1,KNG1,LAMB1
KNG1:LUM,KNG1,LUM
KNG1:NID1,KNG1,NID1
KNG1:OMD,KNG1,OMD
KNG1:PECAM1,KNG1,PECAM1
KNG1:POSTN,KNG1,POSTN
KNG1:SPARC,KNG1,SPARC
KNG1:SPP1,KNG1,SPP1
KNG1:THBS1,KNG1,THBS1
KNG1:TNC,KNG1,TNC
KNG1:VCAM1,KNG1,VCAM1
KNG1:VTN,KNG1,VTN
KNG1:blank,KNG1,blank
LEP:ALCAM,LEP,ALCAM
LEP:BCAN,LEP,BCAN
LEP:BGN,LEP,BGN
LEP:CD44,LEP,CD44
LEP:CDH1,LEP,CDH1
LEP:CDH15,LEP,CDH15
LEP:CDH20,LEP,CDH20
LEP:CDH3,LEP,CDH3
LEP:CDH6,LEP,CDH6
LEP:CDH8,LEP,CDH8
LEP:CEACAM6,LEP,CEACAM6
LEP:COL1,LEP,COL1
LEP:COL23A1,LEP,COL23A1
LEP:COL2A1,LEP,COL2A1
LEP:COL3A1,LEP,COL3A1
LEP:COL4A1,LEP,COL4A1
LEP:COL5A1,LEP,COL5A1
LEP:DCN,LEP,DCN
LEP:DSG2,LEP,DSG2
LEP:ECM1,LEP,ECM1
LEP:FN1,LEP,FN1
LEP:GAP43,LEP,GAP43
LEP:HA500M,LEP,HA500M
LEP:HA500P,LEP,HA500P
LEP:ICAM1,LEP,ICAM1
LEP:ITGA10B1,LEP,ITGA10B1
LEP:ITGA2B1,LEP,ITGA2B1
LEP:ITGA3B1,LEP,ITGA3B1
LEP:ITGA4B1,LEP,ITGA4B1
LEP:ITGA6B4,LEP,ITGA6B4
LEP:ITGA9B1,LEP,ITGA9B1
LEP:ITGAMB2,LEP,ITGAMB2
LEP:ITGAVB2,LEP,ITGAVB2
LEP:LAMA3,LEP,LAMA3
LEP:LAMB1,LEP,LAMB1
LEP:LUM,LEP,LUM
LEP:NID1,LEP,NID1
LEP:OMD,LEP,OMD
LEP:PECAM1,LEP,PECAM1
LEP:POSTN,LEP,POSTN
LEP:SPARC,LEP,SPARC
LEP:SPP1,LEP,SPP1
LEP:THBS1,LEP,THBS1
LEP:TNC,LEP,TNC
LEP:VCAM1,LEP,VCAM1
LEP:VTN,LEP,VTN
LEP:blank,LEP,blank
LYVE1:ALCAM,LYVE1,ALCAM
LYVE1:BCAN,LYVE1,BCAN
LYVE1:BGN,LYVE1,BGN
LYVE1:CD44,LYVE1,CD44
LYVE1:CDH1,LYVE1,CDH1
LYVE1:CDH15,LYVE1,CDH15
LYVE1:CDH20,LYVE1,CDH20
LYVE1:CDH3,LYVE1,CDH3
LYVE1:CDH6,LYVE1,CDH6
LYVE1:CDH8,LYVE1,CDH8
LYVE1:CEACAM6,LYVE1,CEACAM6
LYVE1:COL1,LYVE1,COL1
LYVE1:COL23A1,LYVE1,COL23A1
LYVE1:COL2A1,LYVE1,COL2A1
LYVE1:COL3A1,LYVE1,COL3A1
LYVE1:COL4A1,LYVE1,COL4A1
LYVE1:COL5A1,LYVE1,COL5A1
LYVE1:DCN,LYVE1,DCN
LYVE1:DSG2,LYVE1,DSG2
LYVE1:ECM1,LYVE1,ECM1
LYVE1:FN1,LYVE1,FN1
LYVE1:GAP43,LYVE1,GAP43
LYVE1:HA500M,LYVE1,HA500M
LYVE1:HA500P,LYVE1,HA500P
LYVE1:ICAM1,LYVE1,ICAM1
LYVE1:ITGA10B1,LYVE1,ITGA10B1
LYVE1:ITGA2B1,LYVE1,ITGA2B1
LYVE1:ITGA3B1,LYVE1,ITGA3B1
LYVE1:ITGA4B1,LYVE1,ITGA4B1
LYVE1:ITGA6B4,LYVE1,ITGA6B4
LYVE1:ITGA9B1,LYVE1,ITGA9B1
LYVE1:ITGAMB2,LYVE1,ITGAMB2
LYVE1:ITGAVB2,LYVE1,ITGAVB2
LYVE1:LAMA3,LYVE1,LAMA3
LYVE1:LAMB1,LYVE1,LAMB1
LYVE1:LUM,LYVE1,LUM
LYVE1:NID1,LYVE1,NID1
LYVE1:OMD,LYVE1,OMD
LYVE1:PECAM1,LYVE1,PECAM1
LYVE1:POSTN,LYVE1,POSTN
LYVE1:SPARC,LYVE1,SPARC
LYVE1:SPP1,LYVE1,SPP1
LYVE1:THBS1,LYVE1,THBS1
LYVE1:TNC,LYVE1,TNC
LYVE1:VCAM1,LYVE1,VCAM1
LYVE1:VTN,LYVE1,VTN
LYVE1:blank,LYVE1,blank
NRG1_378SMCF:ALCAM,NRG1_378SMCF,ALCAM
NRG1_378SMCF:BCAN,NRG1_378SMCF,BCAN
NRG1_378SMCF:BGN,NRG1_378SMCF,BGN
NRG1_378SMCF:CD44,NRG1_378SMCF,CD44
NRG1_378SMCF:CDH1,NRG1_378SMCF,CDH1
NRG1_378SMCF:CDH15,NRG1_378SMCF,CDH15
NRG1_378SMCF:CDH20,NRG1_378SMCF,CDH20
NRG1_378SMCF:CDH3,NRG1_378SMCF,CDH3
NRG1_378SMCF:CDH6,NRG1_378SMCF,CDH6
NRG1_378SMCF:CDH8,NRG1_378SMCF,CDH8
NRG1_378SMCF:CEACAM6,NRG1_378SMCF,CEACAM6
NRG1_378SMCF:COL1,NRG1_378SMCF,COL1
NRG1_378SMCF:COL23A1,NRG1_378SMCF,COL23A1
NRG1_378SMCF:COL2A1,NRG1_378SMCF,COL2A1
NRG1_378SMCF:COL3A1,NRG1_378SMCF,COL3A1
NRG1_378SMCF:COL4A1,NRG1_378SMCF,COL4A1
NRG1_378SMCF:COL5A1,NRG1_378SMCF,COL5A1
NRG1_378SMCF:DCN,NRG1_378SMCF,DCN
NRG1_378SMCF:DSG2,NRG1_378SMCF,DSG2
NRG1_378SMCF:ECM1,NRG1_378SMCF,ECM1
NRG1_378SMCF:FN1,NRG1_378SMCF,FN1
NRG1_378SMCF:GAP43,NRG1_378SMCF,GAP43
NRG1_378SMCF:HA500M,NRG1_378SMCF,HA500M
NRG1_378SMCF:HA500P,NRG1_378SMCF,HA500P
NRG1_378SMCF:ICAM1,NRG1_378SMCF,ICAM1
NRG1_378SMCF:ITGA10B1,NRG1_378SMCF,ITGA10B1
NRG1_378SMCF:ITGA2B1,NRG1_378SMCF,ITGA2B1
NRG1_378SMCF:ITGA3B1,NRG1_378SMCF,ITGA3B1
NRG1_378SMCF:ITGA4B1,NRG1_378SMCF,ITGA4B1
NRG1_378SMCF:ITGA6B4,NRG1_378SMCF,ITGA6B4
NRG1_378SMCF:ITGA9B1,NRG1_378SMCF,ITGA9B1
NRG1_378SMCF:ITGAMB2,NRG1_378SMCF,ITGAMB2
NRG1_378SMCF:ITGAVB2,NRG1_378SMCF,ITGAVB2
NRG1_378SMCF:LAMA3,NRG1_378SMCF,LAMA3
NRG1_378SMCF:LAMB1,NRG1_378SMCF,LAMB1
NRG1_378SMCF:LUM,NRG1_378SMCF,LUM
NRG1_378SMCF:NID1,NRG1_378SMCF,NID1
NRG1_378SMCF:OMD,NRG1_378SMCF,OMD
NRG1_378SMCF:PECAM1,NRG1_378SMCF,PECAM1
NRG1_378SMCF:POSTN,NRG1_378SMCF,POSTN
NRG1_378SMCF:SPARC,NRG1_378SMCF,SPARC
NRG1_378SMCF:SPP1,NRG1_378SMCF,SPP1
NRG1_378SMCF:THBS1,NRG1_378SMCF,THBS1
NRG1_378SMCF:TNC,NRG1_378SMCF,TNC
NRG1_378SMCF:VCAM1,NRG1_378SMCF,VCAM1
NRG1_378SMCF:VTN,NRG1_378SMCF,VTN
NRG1_378SMCF:blank,NRG1_378SMCF,blank
NRG1_396HBCF:ALCAM,NRG1_396HBCF,ALCAM
NRG1_396HBCF:BCAN,NRG1_396HBCF,BCAN
NRG1_396HBCF:BGN,NRG1_396HBCF,BGN
NRG1_396HBCF:CD44,NRG1_396HBCF,CD44
NRG1_396HBCF:CDH1,NRG1_396HBCF,CDH1
NRG1_396HBCF:CDH15,NRG1_396HBCF,CDH15
NRG1_396HBCF:CDH20,NRG1_396HBCF,CDH20
NRG1_396HBCF:CDH3,NRG1_396HBCF,CDH3
NRG1_396HBCF:CDH6,NRG1_396HBCF,CDH6
NRG1_396HBCF:CDH8,NRG1_396HBCF,CDH8
NRG1_396HBCF:CEACAM6,NRG1_396HBCF,CEACAM6
NRG1_396HBCF:COL1,NRG1_396HBCF,COL1
NRG1_396HBCF:COL23A1,NRG1_396HBCF,COL23A1
NRG1_396HBCF:COL2A1,NRG1_396HBCF,COL2A1
NRG1_396HBCF:COL3A1,NRG1_396HBCF,COL3A1
NRG1_396HBCF:COL4A1,NRG1_396HBCF,COL4A1
NRG1_396HBCF:COL5A1,NRG1_396HBCF,COL5A1
NRG1_396HBCF:DCN,NRG1_396HBCF,DCN
NRG1_396HBCF:DSG2,NRG1_396HBCF,DSG2
NRG1_396HBCF:ECM1,NRG1_396HBCF,ECM1
NRG1_396HBCF:FN1,NRG1_396HBCF,FN1
NRG1_396HBCF:GAP43,NRG1_396HBCF,GAP43
NRG1_396HBCF:HA500M,NRG1_396HBCF,HA500M
NRG1_396HBCF:HA500P,NRG1_396HBCF,HA500P
NRG1_396HBCF:ICAM1,NRG1_396HBCF,ICAM1
NRG1_396HBCF:ITGA10B1,NRG1_396HBCF,ITGA10B1
NRG1_396HBCF:ITGA2B1,NRG1_396HBCF,ITGA2B1
NRG1_396HBCF:ITGA3B1,NRG1_396HBCF,ITGA3B1
NRG1_396HBCF:ITGA4B1,NRG1_396HBCF,ITGA4B1
